50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
36, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
33, Federal-gov,9, Divorced, Adm-clerical, Black, Female, United-States, <=50K
22, State-gov,10, Never-married, Tech-support, White, Female, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
34, Private,12, Married-civ-spouse, Sales, Black, Male, United-States, >50K
44, Federal-gov,15, Divorced, Prof-specialty, White, Male, United-States, >50K
41, Private,11, Never-married, Prof-specialty, White, Female, United-States, <=50K
45, ?,9, Separated, ?, Asian-Pac-Islander, Male, United-States, <=50K
24, Private,9, Married-civ-spouse, Craft-repair, White, Male, Mexico, <=50K
65, ?,13, Married-civ-spouse, ?, White, Male, United-States, <=50K
45, Private,13, Divorced, Prof-specialty, White, Female, United-States, <=50K
23, Private,13, Never-married, Sales, White, Male, United-States, <=50K
54, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
40, Private,7, Never-married, Machine-op-inspct, White, Female, Dominican-Republic, <=50K
45, Private,3, Divorced, Priv-house-serv, White, Female, Mexico, <=50K
50, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
40, Private,12, Never-married, Other-service, White, Male, United-States, <=50K
24, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
42, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
50, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
58, Self-emp-not-inc,10, Divorced, Craft-repair, White, Male, United-States, <=50K
47, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
37, Private,16, Married-civ-spouse, Prof-specialty, White, Male, France, >50K
37, Self-emp-not-inc,9, Never-married, Craft-repair, White, Male, United-States, <=50K
22, Private,12, Never-married, Transport-moving, White, Male, United-States, <=50K
29, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
45, Private,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, India, >50K
49, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
44, Local-gov,11, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
72, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
63, Self-emp-not-inc,9, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
26, Private,9, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
58, Self-emp-not-inc,11, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
40, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
56, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
55, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
28, Private,13, Never-married, Sales, White, Female, United-States, <=50K
57, Private,9, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
37, Private,14, Divorced, Exec-managerial, White, Male, United-States, >50K
44, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
31, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
42, Private,10, Married-civ-spouse, Adm-clerical, White, Male, Germany, <=50K
18, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
57, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
53, Local-gov,10, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
38, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
33, Private,9, Divorced, Sales, White, Female, United-States, <=50K
42, Private,14, Divorced, Prof-specialty, White, Female, United-States, <=50K
70, ?,9, Married-civ-spouse, ?, White, Male, United-States, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
50, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
28, Private,12, Married-civ-spouse, Handlers-cleaners, White, Male, Nicaragua, <=50K
72, Federal-gov,7, Divorced, Adm-clerical, White, Female, Canada, <=50K
33, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
47, Private,9, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Philippines, <=50K
48, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
64, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
19, Private,7, Never-married, Priv-house-serv, White, Female, United-States, <=50K
48, Private,11, Divorced, Adm-clerical, White, Female, United-States, <=50K
37, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
55, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
24, Private,14, Never-married, Priv-house-serv, White, Female, ?, <=50K
42, Federal-gov,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
43, Private,9, Married-civ-spouse, Adm-clerical, White, Female, Canada, >50K
34, Private,12, Never-married, Craft-repair, Black, Female, United-States, <=50K
55, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
22, Private,9, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
39, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
47, Local-gov,10, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
25, Private,13, Never-married, Sales, White, Female, United-States, <=50K
52, Private,7, Divorced, Other-service, White, Female, United-States, <=50K
30, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
37, Self-emp-not-inc,9, Divorced, Craft-repair, White, Male, United-States, <=50K
73, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
50, Private,4, Divorced, Craft-repair, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
24, Private,12, Never-married, Sales, Black, Male, ?, <=50K
66, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
22, Private,9, Never-married, Sales, White, Male, United-States, <=50K
69, Local-gov,6, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
23, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
55, Private,13, Widowed, Machine-op-inspct, White, Female, ?, <=50K
35, Private,10, Widowed, Adm-clerical, White, Female, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
70, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
54, Private,11, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
34, Private,9, Never-married, Other-service, Asian-Pac-Islander, Male, Japan, <=50K
38, State-gov,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
33, Private,4, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
43, Private,9, Separated, Other-service, White, Female, United-States, <=50K
60, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
81, Self-emp-not-inc,13, Widowed, Prof-specialty, White, Female, Hungary, <=50K
32, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
34, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
46, Self-emp-not-inc,14, Never-married, Exec-managerial, White, Male, United-States, <=50K
30, State-gov,10, Never-married, Other-service, Amer-Indian-Eskimo, Male, United-States, <=50K
23, ?,9, Never-married, ?, Asian-Pac-Islander, Female, South, <=50K
29, Private,10, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
51, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
31, Private,4, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
36, Federal-gov,9, Never-married, Adm-clerical, Black, Female, United-States, <=50K
23, Private,10, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
35, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
28, Local-gov,14, Never-married, Prof-specialty, White, Female, United-States, <=50K
33, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
40, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
27, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
38, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
47, Private,11, Divorced, Prof-specialty, White, Female, United-States, <=50K
25, Private,10, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
45, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
38, Private,10, Never-married, Adm-clerical, Black, Female, United-States, <=50K
66, ?,10, Married-civ-spouse, ?, White, Male, United-States, >50K
65, Local-gov,10, Never-married, Prof-specialty, Black, Female, United-States, <=50K
30, Private,11, Never-married, Craft-repair, White, Male, United-States, >50K
54, Private,7, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
49, Private,8, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
41, Self-emp-not-inc,11, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
48, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
23, Private,3, Never-married, Priv-house-serv, White, Female, Mexico, <=50K
77, Private,9, Married-civ-spouse, Other-service, White, Male, Cuba, <=50K
19, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
30, Private,9, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
41, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
35, Private,9, Married-civ-spouse, Exec-managerial, White, Male, Iran, >50K
20, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
66, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
49, Private,9, Never-married, Craft-repair, White, Female, Puerto-Rico, <=50K
52, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
24, Private,14, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
22, Private,7, Never-married, Transport-moving, White, Male, United-States, <=50K
19, Private,10, Never-married, Other-service, White, Male, United-States, <=50K
39, Private,7, Never-married, Prof-specialty, White, Female, Puerto-Rico, <=50K
45, Private,13, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, ?, <=50K
61, Local-gov,13, Divorced, Other-service, White, Male, United-States, <=50K
45, Private,12, Divorced, Transport-moving, White, Male, United-States, <=50K
36, Local-gov,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
40, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
38, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
52, Local-gov,10, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
29, Federal-gov,11, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
33, Private,9, Never-married, Farming-fishing, White, Male, United-States, <=50K
40, Self-emp-not-inc,10, Never-married, Craft-repair, White, Male, United-States, <=50K
34, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
46, Local-gov,13, Divorced, Protective-serv, Black, Male, United-States, >50K
44, Private,14, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
19, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
44, Private,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
40, Private,9, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
20, Private,10, Never-married, Prof-specialty, White, Female, United-States, <=50K
24, Private,12, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
76, Private,9, Widowed, Other-service, White, Male, United-States, <=50K
20, Private,9, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
33, Private,15, Never-married, Prof-specialty, White, Male, United-States, >50K
31, Private,10, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
33, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
19, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
29, Private,13, Never-married, Exec-managerial, White, Male, United-States, <=50K
30, Private,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
48, Private,14, Divorced, Exec-managerial, White, Male, United-States, >50K
42, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
37, Private,7, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
54, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
42, Private,12, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
28, Self-emp-not-inc,9, Never-married, Other-service, White, Female, United-States, <=50K
42, Local-gov,10, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
60, State-gov,14, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
76, ?,9, Widowed, ?, White, Female, United-States, <=50K
21, Private,11, Never-married, Other-service, White, Female, United-States, <=50K
29, Private,10, Never-married, Farming-fishing, White, Male, United-States, <=50K
43, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
44, Private,9, Divorced, Sales, White, Male, United-States, <=50K
